agent_id,sim_id,commit,random_seed,data_version,starting_encampment,shelter_reached,reached_shelter,time_started_tick,time_started_local,time_arrived_tick,time_arrived_local,travel_time_min,total_travel_distance_m,network_dist_to_shelter_m,avg_pm25_ugm3,peak_pm25_ugm3,cumulative_dose_ugm3h,exposure_while_traveling_ugm3h,vwe_ugm3h,hours_above_unhealthy,age,asthma,copd,age_rr,comorbidity_rr,final_state,planned_route_m,snap_gap_m,door_refusals
Site 15,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,26-130081,,no,960,2020-09-07T16:00,,,,10586.13,10542.16,173.09,562.70,54002.8192,186.6867,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,10542.16,43.96,1
Site 16,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-212199,,no,960,2020-09-07T16:00,,,,11933.79,11881.54,173.09,562.70,54002.8192,218.4483,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,11881.54,52.25,1
Site 17,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-167646,,no,960,2020-09-07T16:00,,,,11943.91,11911.69,173.09,562.70,54002.8192,220.3167,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,11911.69,32.22,1
Site 18,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-222180,,no,960,2020-09-07T16:00,,,,5270.88,5269.60,173.09,562.70,54002.8192,92.1950,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,5269.60,1.28,1
Site 19,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,26-109598,OCC,yes,960,2020-09-07T16:00,970,2020-09-07T16:10,10.0,792.71,785.79,9.93,82.50,160.5333,13.7500,160.5333,0.1833,,,,1.000,1.000,SHELTERED,785.79,6.92,0
Site 20,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-134269,,no,960,2020-09-07T16:00,,,,3807.09,3805.80,173.09,562.70,54002.8192,67.3750,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,3805.80,1.29,1
Site 21,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-134537,,no,960,2020-09-07T16:00,,,,11441.62,2833.99,173.09,562.70,54002.8192,207.2383,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,11403.35,38.26,2
Site 22,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,26-149766,,no,960,2020-09-07T16:00,,,,8240.50,8231.59,173.09,562.70,54002.8192,138.9350,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,8231.59,8.91,1
Site 23,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-221864,,no,960,2020-09-07T16:00,,,,10244.39,10230.63,173.09,562.70,54002.8192,179.2133,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,10230.63,13.76,1
Site 24,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-212393,,no,960,2020-09-07T16:00,,,,11599.85,3029.23,173.09,562.70,54002.8192,210.9750,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,11598.59,1.25,2
Site 25,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-178938,,no,960,2020-09-07T16:00,,,,12370.98,12369.71,173.09,562.70,54002.8192,229.6583,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,12369.71,1.27,1
Site 26,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-156554,,no,960,2020-09-07T16:00,,,,12012.67,11911.44,173.09,562.70,54002.8192,222.1850,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,11911.44,101.23,1
Site 27,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-167737,,no,960,2020-09-07T16:00,,,,11270.39,2699.77,173.09,562.70,54002.8192,203.5017,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,11269.13,1.26,2
Site 28,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,26-109714,,no,960,2020-09-07T16:00,,,,5580.14,5517.15,173.09,562.70,54002.8192,97.1150,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,5517.15,62.99,1
Site 29,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,26-129965,,no,960,2020-09-07T16:00,,,,10917.41,10862.41,173.09,562.70,54002.8192,194.1600,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,10862.41,55.00,1
Site 30,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-201278,,no,960,2020-09-07T16:00,,,,9577.63,9561.96,173.09,562.70,54002.8192,162.3983,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,9561.96,15.67,1
Site 31,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-201606,,no,960,2020-09-07T16:00,,,,7960.76,7959.50,173.09,562.70,54002.8192,135.2450,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,7959.50,1.26,1
Site 32,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-156327,,no,960,2020-09-07T16:00,,,,4492.02,4475.86,173.09,562.70,54002.8192,79.7500,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,4475.86,16.16,1
Site 33,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-212453,,no,960,2020-09-07T16:00,,,,10941.09,2370.45,173.09,562.70,54002.8192,196.0283,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,10939.81,1.28,2
Site 34,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,26-140607,,no,960,2020-09-07T16:00,,,,18194.00,18115.07,173.09,562.70,54002.8192,325.2792,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,18115.07,78.93,1
Site 35,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-167856,,no,960,2020-09-07T16:00,,,,3644.32,3621.02,173.09,562.70,54002.8192,64.6250,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,3621.02,23.29,1
Site 36,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-134625,,no,960,2020-09-07T16:00,,,,14314.85,14280.87,173.09,562.70,54002.8192,272.3208,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,14280.87,33.98,1
Site 37,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-190330,,no,960,2020-09-07T16:00,,,,5777.47,5776.23,173.09,562.70,54002.8192,100.8050,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,5776.23,1.24,1
Site 38,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-201433,,no,960,2020-09-07T16:00,,,,5187.77,5118.40,173.09,562.70,54002.8192,90.9650,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,5118.40,69.36,1
Site 39,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-201630,OCC,yes,960,2020-09-07T16:00,968,2020-09-07T16:08,8.0,686.31,685.05,9.78,82.50,157.7833,11.0000,157.7833,0.1500,,,,1.000,1.000,SHELTERED,685.05,1.26,0
Site 40,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-112812,,no,960,2020-09-07T16:00,,,,5270.88,5269.60,173.09,562.70,54002.8192,92.1950,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,5269.60,1.28,1
Site 41,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-221912,,no,960,2020-09-07T16:00,,,,10954.98,2384.33,173.09,562.70,54002.8192,196.0283,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,10953.69,1.29,2
Site 42,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-178775,,no,960,2020-09-07T16:00,,,,17037.48,16888.36,173.09,562.70,54002.8192,309.3917,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,16888.36,149.11,1
Site 43,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,26-129985,,no,960,2020-09-07T16:00,,,,4011.94,4010.67,173.09,562.70,54002.8192,71.5000,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,4010.67,1.27,1
Site 44,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,26-109616,,no,960,2020-09-07T16:00,,,,7438.37,7437.10,173.09,562.70,54002.8192,126.6350,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,7437.10,1.27,1
Site 45,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,26-130233,,no,960,2020-09-07T16:00,,,,7453.81,7412.35,173.09,562.70,54002.8192,126.6350,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,7412.35,41.46,1
Site 46,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-222246,,no,960,2020-09-07T16:00,,,,16343.94,16136.49,173.09,562.70,54002.8192,299.8592,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,16136.49,207.45,1
Site 47,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-124037,,no,960,2020-09-07T16:00,,,,10613.82,10585.62,173.09,562.70,54002.8192,188.5550,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,10585.62,28.20,1
Site 48,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-178846,,no,960,2020-09-07T16:00,,,,4204.06,4202.60,173.09,562.70,54002.8192,74.2500,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,4202.60,1.46,1
Site 49,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-156648,,no,960,2020-09-07T16:00,,,,11653.77,3083.10,173.09,562.70,54002.8192,212.8433,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,11652.46,1.32,2
Site 50,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-156169,,no,960,2020-09-07T16:00,,,,13355.49,13315.26,173.09,562.70,54002.8192,253.9467,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,13315.26,40.23,1
Site 51,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-123670,,no,960,2020-09-07T16:00,,,,0.00,,173.09,562.70,54002.8192,0.0000,54002.8192,194.0000,,,,1.000,1.000,UNREACHABLE,0.00,0.00,0
Site 52,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,26-109639,,no,960,2020-09-07T16:00,,,,7831.65,7814.21,173.09,562.70,54002.8192,132.7850,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,7814.21,17.45,1
Site 53,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-134691,,no,960,2020-09-07T16:00,,,,8055.36,8037.93,173.09,562.70,54002.8192,136.4750,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,8037.93,17.43,1
Site 54,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-156223,,no,960,2020-09-07T16:00,,,,11922.64,3320.86,173.09,562.70,54002.8192,218.4483,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,11890.22,32.41,2
Site 55,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,26-140227,,no,960,2020-09-07T16:00,,,,10171.68,1565.57,173.09,562.70,54002.8192,177.3450,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,10134.93,36.75,2
Site 56,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-112919,,no,960,2020-09-07T16:00,,,,11066.24,2475.69,173.09,562.70,54002.8192,199.7650,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,11045.05,21.18,2
Site 57,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-178699,,no,960,2020-09-07T16:00,,,,8398.57,8378.51,173.09,562.70,54002.8192,141.3950,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,8378.51,20.06,1
Site 58,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,26-140315,,no,960,2020-09-07T16:00,,,,3830.67,3793.14,173.09,562.70,54002.8192,68.7500,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,3793.14,37.53,1
Site 59,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-112605,,no,960,2020-09-07T16:00,,,,6768.15,6694.48,173.09,562.70,54002.8192,115.5650,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,6694.48,73.68,1
Site 60,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-112981,,no,960,2020-09-07T16:00,,,,11348.80,2755.02,173.09,562.70,54002.8192,205.3700,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,11324.38,24.42,2
Site 61,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,26-140500,,no,960,2020-09-07T16:00,,,,10356.52,1757.25,173.09,562.70,54002.8192,181.0817,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,10326.61,29.91,2
Site 62,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-212368,,no,960,2020-09-07T16:00,,,,10762.56,2178.04,173.09,562.70,54002.8192,192.2917,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,10747.40,15.16,2
Site 63,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-156186,,no,960,2020-09-07T16:00,,,,11806.23,11710.12,173.09,562.70,54002.8192,216.5800,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,11710.12,96.12,1
Site 64,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-179105,,no,960,2020-09-07T16:00,,,,5016.39,4996.76,173.09,562.70,54002.8192,88.5050,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,4996.76,19.63,1
Site 65,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,26-119450,,no,960,2020-09-07T16:00,,,,11928.63,11895.90,173.09,562.70,54002.8192,218.4483,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,11895.90,32.73,1
Site 66,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,26-140209,,no,960,2020-09-07T16:00,,,,11208.33,11207.00,173.09,562.70,54002.8192,201.6333,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,11207.00,1.33,1
Site 67,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-112896,,no,960,2020-09-07T16:00,,,,5693.71,5653.00,173.09,562.70,54002.8192,98.3450,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,5653.00,40.72,1
Site 68,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-190506,,no,960,2020-09-07T16:00,,,,10008.23,1420.59,173.09,562.70,54002.8192,173.6083,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,9989.95,18.27,2
Site 69,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-112638,,no,960,2020-09-07T16:00,,,,10131.19,1545.60,173.09,562.70,54002.8192,177.3450,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,10114.96,16.24,2
Site 70,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,26-129900,,no,960,2020-09-07T16:00,,,,11438.45,2866.32,173.09,562.70,54002.8192,207.2383,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,11435.68,2.77,2
Site 71,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-201306,,no,960,2020-09-07T16:00,,,,12218.01,12216.76,173.09,562.70,54002.8192,225.9217,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,12216.76,1.24,1
Site 72,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-212049,,no,960,2020-09-07T16:00,,,,8129.76,8125.85,173.09,562.70,54002.8192,137.7050,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,8125.85,3.91,1
Site 73,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-123897,,no,960,2020-09-07T16:00,,,,10331.49,1733.44,173.09,562.70,54002.8192,181.0817,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,10302.80,28.69,2
Site 74,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,26-129839,,no,960,2020-09-07T16:00,,,,4543.89,4483.80,173.09,562.70,54002.8192,81.1250,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,4483.80,60.09,1
Site 75,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-167895,,no,960,2020-09-07T16:00,,,,13304.21,13265.06,173.09,562.70,54002.8192,252.0783,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,13265.06,39.15,1
Site 76,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-178983,,no,960,2020-09-07T16:00,,,,3583.08,3310.31,173.09,562.70,54002.8192,63.2500,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,3310.31,272.77,1
Site 77,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,26-140535,,no,960,2020-09-07T16:00,,,,11002.63,2353.96,173.09,562.70,54002.8192,197.8967,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,10923.32,79.31,2
Site 78,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,26-140210,,no,960,2020-09-07T16:00,,,,10555.85,1971.02,173.09,562.70,54002.8192,186.6867,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,10540.38,15.47,2
Site 79,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-134243,,no,960,2020-09-07T16:00,,,,11178.54,2587.15,173.09,562.70,54002.8192,201.6333,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,11156.51,22.03,2
Site 80,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-102028,CJ,yes,960,2020-09-07T16:00,1004,2020-09-07T16:44,44.0,3436.77,3365.93,12.39,82.50,207.2833,60.5000,207.2833,0.7500,,,,1.000,1.000,SHELTERED,3365.93,70.84,0
Site 81,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-102146,,no,960,2020-09-07T16:00,,,,6071.22,6069.93,173.09,562.70,54002.8192,104.4950,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,6069.93,1.28,1
Site 82,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-201211,OCC,yes,960,2020-09-07T16:00,964,2020-09-07T16:04,4.0,351.85,310.19,9.48,82.50,152.2833,5.5000,152.2833,0.0833,,,,1.000,1.000,SHELTERED,310.19,41.67,0
Site 83,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,26-149644,CJ,yes,960,2020-09-07T16:00,987,2020-09-07T16:27,27.0,2177.04,2105.42,11.18,82.50,183.9083,37.1250,183.9083,0.4667,,,,1.000,1.000,SHELTERED,2105.42,71.61,0
Site 84,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-212414,,no,960,2020-09-07T16:00,,,,4059.48,4043.06,173.09,562.70,54002.8192,72.8750,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,4043.06,16.42,1
Site 85,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-190805,,no,960,2020-09-07T16:00,,,,11574.58,2988.10,173.09,562.70,54002.8192,210.9750,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,11557.46,17.11,2
Site 86,sim-20260725-220551-seed44,83d721b7e796a803ae86e8942531b7f7e03db038,44,0bc943324ae6,25-145138,,no,960,2020-09-07T16:00,,,,9873.10,9775.89,173.09,562.70,54002.8192,169.8717,54002.8192,194.0000,,,,1.000,1.000,REFUSED_ALL_FULL,9775.89,97.22,1
