Agent ID,Scenario,Seed,Starting location (encampment ID),Shelter reached,Reached shelter?,Travel time (minutes),Travel distance (metres),Average PM2.5 (ug/m3),Peak PM2.5 (ug/m3),Cumulative PM2.5 dose (ug/m3 x hours),Exposure burden index (ug/m3 x hours),Inhaled PM2.5 dose (micrograms),Health risk score,Walking speed (m/s),Age group,Mobility limitation,Asthma,COPD,Final state
Site 722,A_placement_current,42,26-109373,OCC,yes,74.0,7280.0,17.82,112.1,1429.0,1429.0,948.0,948.0,1.632,25-54,no,no,no,Reached shelter
Site 835,A_placement_current,42,25-167639,OCC,yes,74.0,6233.0,17.82,112.1,1429.0,1429.0,948.0,948.0,1.387,55-69,no,no,no,Reached shelter
Site 1026,A_placement_current,42,25-102089,OCC,yes,74.0,7469.0,17.82,112.1,1429.0,1429.0,948.0,948.0,1.677,25-54,no,no,no,Reached shelter
Site 1269,A_placement_current,42,25-212263,OCC,yes,74.0,6086.0,17.82,112.1,1429.0,1429.0,948.0,948.0,1.355,25-54,no,yes,no,Reached shelter
Site 1362,A_placement_current,42,26-140443,OCC,yes,74.0,5237.0,17.82,112.1,1429.0,1429.0,948.0,948.0,1.168,55-69,no,no,no,Reached shelter
Site 1524,A_placement_current,42,26-130087,OCC,yes,74.0,6562.0,17.82,112.1,1429.0,1429.0,948.0,948.0,1.471,25-54,no,no,no,Reached shelter
Site 1640,A_placement_current,42,25-134485,OCC,yes,74.0,6986.0,17.82,112.1,1429.0,1429.0,948.0,948.0,1.572,25-54,no,no,no,Reached shelter
Site 199,A_placement_current,42,25-123944,OCC,yes,75.0,7127.0,17.83,112.1,1431.0,1431.0,950.0,950.0,1.576,25-54,no,no,no,Reached shelter
Site 453,A_placement_current,42,25-112605,OCC,yes,75.0,6768.0,17.83,112.1,1431.0,1431.0,950.0,950.0,1.485,25-54,no,no,no,Reached shelter
Site 484,A_placement_current,42,26-140430,OCC,yes,75.0,6858.0,17.83,112.1,1431.0,1431.0,950.0,950.0,1.508,25-54,no,no,no,Reached shelter
Site 731,A_placement_current,42,25-212362,OCC,yes,75.0,5516.0,17.83,112.1,1431.0,1431.0,950.0,950.0,1.216,18-24,yes,no,no,Reached shelter
Site 872,A_placement_current,42,25-179075,OCC,yes,75.0,3079.0,17.83,112.1,1431.0,1431.0,950.0,950.0,0.684,55-69,yes,yes,no,Reached shelter
Site 1205,A_placement_current,42,26-150072,OCC,yes,75.0,6122.0,17.83,112.1,1431.0,1431.0,950.0,950.0,1.36,25-54,no,yes,no,Reached shelter
Site 1252,A_placement_current,42,25-112783,OCC,yes,75.0,5474.0,17.83,112.1,1431.0,1431.0,950.0,950.0,1.204,25-54,no,no,no,Reached shelter
Site 1598,A_placement_current,42,25-201283,OCC,yes,75.0,5441.0,17.83,112.1,1431.0,1431.0,950.0,950.0,1.2,25-54,no,no,no,Reached shelter
Site 1628,A_placement_current,42,25-167944,OCC,yes,75.0,7269.0,17.83,112.1,1431.0,1431.0,950.0,950.0,1.612,25-54,no,no,no,Reached shelter
Site 1830,A_placement_current,42,25-201283,OCC,yes,75.0,5441.0,17.83,112.1,1431.0,1431.0,950.0,950.0,1.199,25-54,no,no,no,Reached shelter
Site 1914,A_placement_current,42,25-190456,OCC,yes,75.0,7653.0,17.83,112.1,1431.0,1431.0,950.0,950.0,1.684,25-54,no,no,no,Reached shelter
Site 38,A_placement_current,42,26-149709,OCC,yes,76.0,7530.0,17.84,112.1,1432.0,1432.0,952.0,952.0,1.634,25-54,no,no,no,Reached shelter
Site 567,A_placement_current,42,25-190487,OCC,yes,76.0,5643.0,17.84,112.1,1432.0,1432.0,952.0,952.0,1.234,25-54,no,no,no,Reached shelter
Site 702,A_placement_current,42,25-156196,OCC,yes,76.0,4756.0,17.84,112.1,1432.0,1432.0,952.0,952.0,1.039,55-69,yes,yes,no,Reached shelter
Site 727,A_placement_current,42,25-134294,OCC,yes,76.0,8199.0,17.84,112.1,1432.0,1432.0,952.0,952.0,1.779,25-54,no,yes,no,Reached shelter
Site 857,A_placement_current,42,26-119518,OCC,yes,76.0,6504.0,17.84,112.1,1432.0,1432.0,952.0,952.0,1.416,25-54,no,no,no,Reached shelter
Site 1062,A_placement_current,42,25-112812,OCC,yes,76.0,5819.0,17.84,112.1,1432.0,1432.0,952.0,952.0,1.263,55-69,no,no,no,Reached shelter
Site 1094,A_placement_current,42,25-112669,OCC,yes,76.0,7123.0,17.84,112.1,1432.0,1432.0,952.0,952.0,1.552,25-54,no,no,no,Reached shelter
Site 91,A_placement_current,42,25-190727,OCC,yes,77.0,7572.0,17.85,112.1,1433.0,1433.0,954.0,954.0,1.637,25-54,no,no,no,Reached shelter
Site 223,A_placement_current,42,25-212195,OCC,yes,77.0,7342.0,17.85,112.1,1433.0,1433.0,954.0,954.0,1.581,18-24,no,no,no,Reached shelter
Site 847,A_placement_current,42,25-102217,OCC,yes,77.0,7947.0,17.85,112.1,1433.0,1433.0,954.0,954.0,1.713,25-54,no,no,no,Reached shelter
Site 1009,A_placement_current,42,26-149870,OCC,yes,77.0,7673.0,17.85,112.1,1433.0,1433.0,954.0,954.0,1.653,25-54,no,no,no,Reached shelter
Site 1216,A_placement_current,42,25-167788,OCC,yes,77.0,7627.0,17.85,112.1,1433.0,1433.0,954.0,954.0,1.649,25-54,no,no,no,Reached shelter
Site 1660,A_placement_current,42,26-130233,OCC,yes,77.0,7454.0,17.85,112.1,1433.0,1433.0,954.0,954.0,1.607,25-54,no,no,no,Reached shelter
Site 1746,A_placement_current,42,25-102217,OCC,yes,77.0,7947.0,17.85,112.1,1433.0,1433.0,954.0,954.0,1.717,25-54,no,no,no,Reached shelter
Site 166,A_placement_current,42,26-109714,OCC,yes,78.0,5580.0,17.86,112.1,1434.0,1434.0,955.0,955.0,1.18,18-24,no,yes,no,Reached shelter
Site 171,A_placement_current,42,26-119402,OCC,yes,78.0,6678.0,17.86,112.1,1434.0,1434.0,955.0,955.0,1.416,25-54,no,no,no,Reached shelter
Site 194,A_placement_current,42,25-167788,OCC,yes,78.0,7627.0,17.86,112.1,1434.0,1434.0,955.0,955.0,1.615,55-69,no,yes,no,Reached shelter
Site 205,A_placement_current,42,25-102328,OCC,yes,78.0,6764.0,17.86,112.1,1434.0,1434.0,955.0,955.0,1.43,25-54,no,no,no,Reached shelter
Site 495,A_placement_current,42,25-134402,OCC,yes,78.0,6554.0,17.86,112.1,1434.0,1434.0,955.0,955.0,1.396,18-24,no,yes,no,Reached shelter
Site 525,A_placement_current,42,26-149998,OCC,yes,78.0,5699.0,17.86,112.1,1434.0,1434.0,955.0,955.0,1.207,25-54,no,no,no,Reached shelter
Site 1281,A_placement_current,42,26-130259,OCC,yes,78.0,7335.0,17.86,112.1,1434.0,1434.0,955.0,955.0,1.554,25-54,no,no,no,Reached shelter
Site 1742,A_placement_current,42,25-178747,OCC,yes,78.0,5632.0,17.86,112.1,1434.0,1434.0,955.0,955.0,1.202,25-54,no,no,no,Reached shelter
Site 196,A_placement_current,42,26-130031,OCC,yes,79.0,6144.0,17.87,112.1,1435.0,1435.0,957.0,957.0,1.293,25-54,no,yes,no,Reached shelter
Site 282,A_placement_current,42,25-145307,OCC,yes,79.0,6976.0,17.87,112.1,1435.0,1435.0,957.0,957.0,1.471,25-54,no,no,no,Reached shelter
Site 296,A_placement_current,42,25-145012,OCC,yes,79.0,6748.0,17.87,112.1,1435.0,1435.0,957.0,957.0,1.418,25-54,no,no,no,Reached shelter
Site 416,A_placement_current,42,25-190740,OCC,yes,79.0,8461.0,17.87,112.1,1435.0,1435.0,957.0,957.0,1.764,25-54,yes,no,no,Reached shelter
Site 442,A_placement_current,42,26-130249,OCC,yes,79.0,4133.0,17.87,112.1,1435.0,1435.0,957.0,957.0,0.866,55-69,yes,yes,no,Reached shelter
Site 505,A_placement_current,42,25-212265,OCC,yes,79.0,5554.0,17.87,112.1,1435.0,1435.0,957.0,957.0,1.159,25-54,no,yes,no,Reached shelter
Site 667,A_placement_current,42,26-130087,OCC,yes,79.0,6562.0,17.87,112.1,1435.0,1435.0,957.0,957.0,1.371,25-54,no,no,no,Reached shelter
Site 1073,A_placement_current,42,25-167720,OCC,yes,79.0,4458.0,17.87,112.1,1435.0,1435.0,957.0,957.0,0.931,55-69,yes,no,no,Reached shelter
Site 1095,A_placement_current,42,25-190433,OCC,yes,79.0,7555.0,17.87,112.1,1435.0,1435.0,957.0,957.0,1.593,25-54,no,yes,no,Reached shelter
Site 1111,A_placement_current,42,25-123827,OCC,yes,79.0,5480.0,17.87,112.1,1435.0,1435.0,957.0,957.0,1.148,25-54,no,no,no,Reached shelter
Site 1613,A_placement_current,42,25-222018,OCC,yes,79.0,7091.0,17.87,112.1,1435.0,1435.0,957.0,957.0,1.487,25-54,no,no,no,Reached shelter
Site 1782,A_placement_current,42,25-123579,OCC,yes,79.0,4588.0,17.87,112.1,1435.0,1435.0,957.0,957.0,0.96,25-54,yes,no,yes,Reached shelter
Site 1926,A_placement_current,42,25-167567,OCC,yes,79.0,5642.0,17.87,112.1,1435.0,1435.0,957.0,957.0,1.19,25-54,no,no,no,Reached shelter
Site 102,A_placement_current,42,25-102146,OCC,yes,80.0,6071.0,17.88,112.1,1436.0,1436.0,959.0,959.0,1.256,25-54,no,no,no,Reached shelter
Site 748,A_placement_current,42,26-149784,OCC,yes,80.0,3556.0,17.88,112.1,1436.0,1436.0,959.0,959.0,0.74,55-69,yes,no,no,Reached shelter
Site 785,A_placement_current,42,25-201736,OCC,yes,80.0,6376.0,17.88,112.1,1436.0,1436.0,959.0,959.0,1.313,25-54,no,no,no,Reached shelter
Site 898,A_placement_current,42,25-212321,OCC,yes,80.0,6096.0,17.88,112.1,1436.0,1436.0,959.0,959.0,1.268,25-54,no,no,no,Reached shelter
Site 1057,A_placement_current,42,25-201245,OCC,yes,80.0,6687.0,17.88,112.1,1436.0,1436.0,959.0,959.0,1.381,18-24,no,no,no,Reached shelter
Site 1429,A_placement_current,42,25-167630,OCC,yes,80.0,3662.0,17.88,112.1,1436.0,1436.0,959.0,959.0,0.759,25-54,yes,no,no,Reached shelter
Site 1507,A_placement_current,42,25-201443,OCC,yes,80.0,4312.0,17.88,112.1,1436.0,1436.0,959.0,959.0,0.889,55-69,yes,no,no,Reached shelter
Site 1880,A_placement_current,42,25-201669,OCC,yes,80.0,4496.0,17.88,112.1,1436.0,1436.0,959.0,959.0,0.93,25-54,no,no,no,Reached shelter
Site 1922,A_placement_current,42,26-149799,OCC,yes,80.0,7270.0,17.88,112.1,1436.0,1436.0,959.0,959.0,1.5,55-69,no,no,no,Reached shelter
Site 248,A_placement_current,42,25-201326,OCC,yes,81.0,8350.0,17.89,112.1,1437.0,1437.0,961.0,961.0,1.698,55-69,no,no,no,Reached shelter
Site 362,A_placement_current,42,25-201707,OCC,yes,81.0,7790.0,17.89,112.1,1437.0,1437.0,961.0,961.0,1.602,25-54,no,no,no,Reached shelter
Site 452,A_placement_current,42,25-134632,OCC,yes,81.0,7393.0,17.89,112.1,1437.0,1437.0,961.0,961.0,1.518,25-54,no,no,no,Reached shelter
Site 555,A_placement_current,42,26-150103,OCC,yes,81.0,7811.0,17.89,112.1,1437.0,1437.0,961.0,961.0,1.601,25-54,no,no,no,Reached shelter
Site 669,A_placement_current,42,25-201736,OCC,yes,81.0,6376.0,17.89,112.1,1437.0,1437.0,961.0,961.0,1.297,25-54,no,yes,no,Reached shelter
Site 824,A_placement_current,42,25-112967,OCC,yes,81.0,8470.0,17.89,112.1,1437.0,1437.0,961.0,961.0,1.723,25-54,no,no,no,Reached shelter
Site 1008,A_placement_current,42,26-109731,OCC,yes,81.0,7247.0,17.89,112.1,1437.0,1437.0,961.0,961.0,1.474,25-54,no,no,no,Reached shelter
Site 1070,A_placement_current,42,25-145307,OCC,yes,81.0,6976.0,17.89,112.1,1437.0,1437.0,961.0,961.0,1.42,25-54,no,no,no,Reached shelter
Site 1589,A_placement_current,42,25-168028,OCC,yes,81.0,6505.0,17.89,112.1,1437.0,1437.0,961.0,961.0,1.338,25-54,no,no,no,Reached shelter
Site 1701,A_placement_current,42,26-119740,OCC,yes,81.0,9455.0,17.89,112.1,1437.0,1437.0,961.0,961.0,1.935,25-54,no,no,no,Reached shelter
Site 725,A_placement_current,42,26-140238,OCC,yes,82.0,4564.0,17.9,112.1,1438.0,1438.0,963.0,963.0,0.917,55-69,yes,no,yes,Reached shelter
Site 805,A_placement_current,42,25-167778,OCC,yes,82.0,8526.0,17.9,112.1,1438.0,1438.0,963.0,963.0,1.725,25-54,no,no,no,Reached shelter
Site 910,A_placement_current,42,25-179088,OCC,yes,82.0,6577.0,17.9,112.1,1438.0,1438.0,963.0,963.0,1.325,25-54,no,no,no,Reached shelter
Site 1532,A_placement_current,42,26-119253,OCC,yes,82.0,5069.0,17.9,112.1,1438.0,1438.0,963.0,963.0,1.03,25-54,no,no,no,Reached shelter
Site 1733,A_placement_current,42,26-140201,OCC,yes,82.0,3745.0,17.9,112.1,1438.0,1438.0,963.0,963.0,0.755,55-69,yes,no,no,Reached shelter
Site 1769,A_placement_current,42,25-156537,OCC,yes,82.0,7308.0,17.9,112.1,1438.0,1438.0,963.0,963.0,1.478,25-54,no,no,no,Reached shelter
Site 1990,A_placement_current,42,25-212069,OCC,yes,82.0,5724.0,17.9,112.1,1438.0,1438.0,963.0,963.0,1.158,25-54,no,no,yes,Reached shelter
Site 55,A_placement_current,42,26-119671,OCC,yes,83.0,7865.0,17.91,112.1,1439.0,1439.0,964.0,964.0,1.564,25-54,no,no,yes,Reached shelter
Site 216,A_placement_current,42,25-112669,OCC,yes,83.0,7123.0,17.91,112.1,1439.0,1439.0,964.0,964.0,1.429,18-24,no,no,no,Reached shelter
Site 330,A_placement_current,42,25-123772,OCC,yes,83.0,5520.0,17.91,112.1,1439.0,1439.0,964.0,964.0,1.104,55-69,no,no,no,Reached shelter
Site 454,A_placement_current,42,25-145422,OCC,yes,83.0,5380.0,17.91,112.1,1439.0,1439.0,964.0,964.0,1.079,25-54,yes,no,no,Reached shelter
Site 527,A_placement_current,42,26-130233,OCC,yes,83.0,7454.0,17.91,112.1,1439.0,1439.0,964.0,964.0,1.489,25-54,no,no,no,Reached shelter
Site 633,A_placement_current,42,25-156537,OCC,yes,83.0,7308.0,17.91,112.1,1439.0,1439.0,964.0,964.0,1.46,25-54,no,no,no,Reached shelter
Site 657,A_placement_current,42,25-190582,OCC,yes,83.0,7068.0,17.91,112.1,1439.0,1439.0,964.0,964.0,1.408,18-24,no,no,no,Reached shelter
Site 906,A_placement_current,42,25-112975,OCC,yes,83.0,6612.0,17.91,112.1,1439.0,1439.0,964.0,964.0,1.322,25-54,no,no,no,Reached shelter
Site 1590,A_placement_current,42,25-123986,OCC,yes,83.0,6650.0,17.91,112.1,1439.0,1439.0,964.0,964.0,1.326,25-54,no,no,no,Reached shelter
Site 1690,A_placement_current,42,26-129819,OCC,yes,83.0,7797.0,17.91,112.1,1439.0,1439.0,964.0,964.0,1.563,55-69,no,no,no,Reached shelter
Site 1723,A_placement_current,42,25-190662,OCC,yes,83.0,6748.0,17.91,112.1,1439.0,1439.0,964.0,964.0,1.34,25-54,no,no,no,Reached shelter
Site 1748,A_placement_current,42,26-119518,OCC,yes,83.0,6504.0,17.91,112.1,1439.0,1439.0,964.0,964.0,1.303,25-54,no,no,no,Reached shelter
Site 140,A_placement_current,42,26-129853,OCC,yes,84.0,6736.0,17.92,112.1,1441.0,1441.0,966.0,966.0,1.322,25-54,no,no,no,Reached shelter
Site 422,A_placement_current,42,25-134419,OCC,yes,84.0,7948.0,17.92,112.1,1441.0,1441.0,966.0,966.0,1.561,25-54,no,no,no,Reached shelter
Site 480,A_placement_current,42,25-123862,OCC,yes,84.0,6879.0,17.92,112.1,1441.0,1441.0,966.0,966.0,1.355,55-69,no,no,no,Reached shelter
Site 812,A_placement_current,42,25-201704,OCC,yes,84.0,7931.0,17.92,112.1,1441.0,1441.0,966.0,966.0,1.572,25-54,no,no,no,Reached shelter
Site 856,A_placement_current,42,25-112669,OCC,yes,84.0,7123.0,17.92,112.1,1441.0,1441.0,966.0,966.0,1.401,25-54,yes,no,no,Reached shelter
Site 908,A_placement_current,42,26-109541,OCC,yes,84.0,7787.0,17.92,112.1,1441.0,1441.0,966.0,966.0,1.535,25-54,no,no,no,Reached shelter
Site 956,A_placement_current,42,26-130144,OCC,yes,84.0,4375.0,17.92,112.1,1441.0,1441.0,966.0,966.0,0.864,55-69,yes,no,yes,Reached shelter
Site 1034,A_placement_current,42,25-134573,OCC,yes,84.0,7790.0,17.92,112.1,1441.0,1441.0,966.0,966.0,1.537,25-54,no,no,no,Reached shelter
Site 1396,A_placement_current,42,25-167634,OCC,yes,84.0,9071.0,17.92,112.1,1441.0,1441.0,966.0,966.0,1.794,55-69,no,no,no,Reached shelter
Site 1765,A_placement_current,42,26-149824,OCC,yes,84.0,6515.0,17.92,112.1,1441.0,1441.0,966.0,966.0,1.29,25-54,no,yes,no,Reached shelter
Site 855,A_placement_current,42,25-212229,OCC,yes,85.0,4834.0,17.93,112.1,1442.0,1442.0,968.0,968.0,0.946,18-24,yes,no,no,Reached shelter
Site 1076,A_placement_current,42,25-145004,OCC,yes,85.0,5198.0,17.93,112.1,1442.0,1442.0,968.0,968.0,1.011,25-54,yes,no,no,Reached shelter
Site 1280,A_placement_current,42,26-149977,OCC,yes,85.0,8454.0,17.93,112.1,1442.0,1442.0,968.0,968.0,1.654,25-54,no,no,no,Reached shelter
Site 1341,A_placement_current,42,26-129764,OCC,yes,85.0,7759.0,17.93,112.1,1442.0,1442.0,968.0,968.0,1.52,25-54,no,no,no,Reached shelter
Site 1505,A_placement_current,42,25-190389,OCC,yes,85.0,6806.0,17.93,112.1,1442.0,1442.0,968.0,968.0,1.332,55-69,no,no,no,Reached shelter
Site 1573,A_placement_current,42,25-179283,OCC,yes,85.0,7057.0,17.93,112.1,1442.0,1442.0,968.0,968.0,1.38,18-24,no,no,no,Reached shelter
Site 1918,A_placement_current,42,25-201367,OCC,yes,85.0,8184.0,17.93,112.1,1442.0,1442.0,968.0,968.0,1.598,25-54,no,no,no,Reached shelter
Site 419,A_placement_current,42,25-190498,OCC,yes,86.0,5434.0,17.94,112.1,1443.0,1443.0,970.0,970.0,1.047,25-54,yes,no,no,Reached shelter
Site 423,A_placement_current,42,26-149730,OCC,yes,86.0,6638.0,17.94,112.1,1443.0,1443.0,970.0,970.0,1.279,55-69,no,no,no,Reached shelter
Site 518,A_placement_current,42,26-119447,OCC,yes,86.0,7522.0,17.94,112.1,1443.0,1443.0,970.0,970.0,1.447,55-69,no,no,no,Reached shelter
Site 781,A_placement_current,42,25-167588,OCC,yes,86.0,8210.0,17.94,112.1,1443.0,1443.0,970.0,970.0,1.586,25-54,no,no,no,Reached shelter
Site 907,A_placement_current,42,26-130259,OCC,yes,86.0,7335.0,17.94,112.1,1443.0,1443.0,970.0,970.0,1.417,25-54,no,no,no,Reached shelter
Site 1208,A_placement_current,42,25-123628,OCC,yes,86.0,8470.0,17.94,112.1,1443.0,1443.0,970.0,970.0,1.625,25-54,no,no,no,Reached shelter
Site 1497,A_placement_current,42,26-140313,OCC,yes,86.0,7138.0,17.94,112.1,1443.0,1443.0,970.0,970.0,1.371,25-54,no,no,no,Reached shelter
Site 1686,A_placement_current,42,25-167770,OCC,yes,86.0,7643.0,17.94,112.1,1443.0,1443.0,970.0,970.0,1.479,25-54,no,no,no,Reached shelter
Site 1745,A_placement_current,42,25-144986,OCC,yes,86.0,7494.0,17.94,112.1,1443.0,1443.0,970.0,970.0,1.437,25-54,no,no,no,Reached shelter
Site 2011,A_placement_current,42,26-119540,OCC,yes,86.0,7022.0,17.94,112.1,1443.0,1443.0,970.0,970.0,1.35,25-54,no,no,no,Reached shelter
Site 59,A_placement_current,42,25-222205,OCC,yes,87.0,7223.0,17.95,112.1,1444.0,1444.0,971.0,971.0,1.38,25-54,no,no,no,Reached shelter
Site 352,A_placement_current,42,25-201704,OCC,yes,87.0,7931.0,17.95,112.1,1444.0,1444.0,971.0,971.0,1.504,25-54,no,no,no,Reached shelter
Site 1021,A_placement_current,42,26-140216,OCC,yes,87.0,6802.0,17.95,112.1,1444.0,1444.0,971.0,971.0,1.302,25-54,no,no,no,Reached shelter
Site 1158,A_placement_current,42,26-119761,OCC,yes,87.0,8912.0,17.95,112.1,1444.0,1444.0,971.0,971.0,1.706,25-54,no,no,no,Reached shelter
Site 1250,A_placement_current,42,25-190740,OCC,yes,87.0,8461.0,17.95,112.1,1444.0,1444.0,971.0,971.0,1.613,25-54,no,no,no,Reached shelter
Site 1481,A_placement_current,42,25-123844,OCC,yes,87.0,8571.0,17.95,112.1,1444.0,1444.0,971.0,971.0,1.635,25-54,no,no,no,Reached shelter
Site 1515,A_placement_current,42,25-167849,OCC,yes,87.0,8698.0,17.95,112.1,1444.0,1444.0,971.0,971.0,1.655,25-54,no,no,no,Reached shelter
Site 1729,A_placement_current,42,26-149803,OCC,yes,87.0,6904.0,17.95,112.1,1444.0,1444.0,971.0,971.0,1.31,25-54,no,no,no,Reached shelter
Site 1884,A_placement_current,42,25-134402,OCC,yes,87.0,6554.0,17.95,112.1,1444.0,1444.0,971.0,971.0,1.25,25-54,no,yes,no,Reached shelter
Site 134,A_placement_current,42,26-109423,OCC,yes,88.0,6229.0,17.96,112.1,1445.0,1445.0,973.0,973.0,1.172,25-54,no,no,no,Reached shelter
Site 905,A_placement_current,42,26-150099,OCC,yes,88.0,6488.0,17.96,112.1,1445.0,1445.0,973.0,973.0,1.225,25-54,no,no,no,Reached shelter
Site 1016,A_placement_current,42,26-140313,OCC,yes,88.0,7138.0,17.96,112.1,1445.0,1445.0,973.0,973.0,1.339,25-54,no,no,no,Reached shelter
Site 1251,A_placement_current,42,25-221865,OCC,yes,88.0,7929.0,17.96,112.1,1445.0,1445.0,973.0,973.0,1.492,18-24,no,no,no,Reached shelter
Site 1472,A_placement_current,42,25-134466,OCC,yes,88.0,6543.0,17.96,112.1,1445.0,1445.0,973.0,973.0,1.237,55-69,no,no,no,Reached shelter
Site 1543,A_placement_current,42,25-212352,OCC,yes,88.0,5848.0,17.96,112.1,1445.0,1445.0,973.0,973.0,1.106,55-69,no,no,no,Reached shelter
Site 1580,A_placement_current,42,26-140290,OCC,yes,88.0,5559.0,17.96,112.1,1445.0,1445.0,973.0,973.0,1.045,55-69,no,no,no,Reached shelter
Site 1666,A_placement_current,42,26-109509,OCC,yes,88.0,7881.0,17.96,112.1,1445.0,1445.0,973.0,973.0,1.488,25-54,no,no,no,Reached shelter
Site 1876,A_placement_current,42,25-190647,OCC,yes,88.0,8614.0,17.96,112.1,1445.0,1445.0,973.0,973.0,1.623,25-54,no,no,no,Reached shelter
Site 1999,A_placement_current,42,25-112658,OCC,yes,88.0,5916.0,17.96,112.1,1445.0,1445.0,973.0,973.0,1.118,25-54,yes,no,no,Reached shelter
Site 69,A_placement_current,42,25-112938,OCC,yes,89.0,7295.0,17.97,112.1,1446.0,1446.0,975.0,975.0,1.36,25-54,no,yes,no,Reached shelter
Site 451,A_placement_current,42,26-140539,OCC,yes,89.0,7192.0,17.97,112.1,1446.0,1446.0,975.0,975.0,1.336,25-54,no,no,no,Reached shelter
Site 829,A_placement_current,42,25-156381,OCC,yes,89.0,7271.0,17.97,112.1,1446.0,1446.0,975.0,975.0,1.348,25-54,no,no,no,Reached shelter
Site 916,A_placement_current,42,25-134294,OCC,yes,89.0,8199.0,17.97,112.1,1446.0,1446.0,975.0,975.0,1.526,25-54,no,no,no,Reached shelter
Site 1067,A_placement_current,42,25-124000,OCC,yes,89.0,8049.0,17.97,112.1,1446.0,1446.0,975.0,975.0,1.499,25-54,no,yes,no,Reached shelter
Site 1207,A_placement_current,42,25-179088,OCC,yes,89.0,6577.0,17.97,112.1,1446.0,1446.0,975.0,975.0,1.229,25-54,no,no,yes,Reached shelter
Site 1445,A_placement_current,42,25-201324,OCC,yes,89.0,8408.0,17.97,112.1,1446.0,1446.0,975.0,975.0,1.568,25-54,no,no,no,Reached shelter
Site 1689,A_placement_current,42,25-212265,OCC,yes,89.0,5554.0,17.97,112.1,1446.0,1446.0,975.0,975.0,1.032,70+,no,no,no,Reached shelter
Site 789,A_placement_current,42,25-212287,OCC,yes,90.0,7353.0,17.98,112.1,1447.0,1447.0,977.0,977.0,1.349,55-69,no,no,no,Reached shelter
Site 879,A_placement_current,42,25-112772,OCC,yes,90.0,6801.0,17.98,112.1,1447.0,1447.0,977.0,977.0,1.255,25-54,no,no,no,Reached shelter
Site 993,A_placement_current,42,25-145352,OCC,yes,90.0,7324.0,17.98,112.1,1447.0,1447.0,977.0,977.0,1.352,25-54,no,no,no,Reached shelter
Site 1012,A_placement_current,42,25-201690,OCC,yes,90.0,8605.0,17.98,112.1,1447.0,1447.0,977.0,977.0,1.59,25-54,no,no,no,Reached shelter
Site 1063,A_placement_current,42,26-119425,OCC,yes,90.0,8102.0,17.98,112.1,1447.0,1447.0,977.0,977.0,1.499,25-54,no,no,no,Reached shelter
Site 1295,A_placement_current,42,25-123590,OCC,yes,90.0,7270.0,17.98,112.1,1447.0,1447.0,977.0,977.0,1.337,25-54,no,no,no,Reached shelter
Site 1645,A_placement_current,42,25-145099,OCC,yes,90.0,9194.0,17.98,112.1,1447.0,1447.0,977.0,977.0,1.695,25-54,no,no,no,Reached shelter
Site 1993,A_placement_current,42,26-129784,OCC,yes,90.0,8337.0,17.98,112.1,1447.0,1447.0,977.0,977.0,1.533,25-54,no,no,no,Reached shelter
Site 153,A_placement_current,42,25-201607,OCC,yes,91.0,8566.0,17.99,112.1,1448.0,1448.0,979.0,979.0,1.565,25-54,no,no,no,Reached shelter
Site 210,A_placement_current,42,25-123984,OCC,yes,91.0,8407.0,17.99,112.1,1448.0,1448.0,979.0,979.0,1.524,55-69,yes,no,no,Reached shelter
Site 231,A_placement_current,42,26-140398,OCC,yes,91.0,8821.0,17.99,112.1,1448.0,1448.0,979.0,979.0,1.601,25-54,no,no,no,Reached shelter
Site 327,A_placement_current,42,25-222132,OCC,yes,91.0,8188.0,17.99,112.1,1448.0,1448.0,979.0,979.0,1.484,25-54,no,no,no,Reached shelter
Site 541,A_placement_current,42,26-150027,OCC,yes,91.0,7546.0,17.99,112.1,1448.0,1448.0,979.0,979.0,1.38,25-54,yes,no,no,Reached shelter
Site 635,A_placement_current,42,25-145375,OCC,yes,91.0,8051.0,17.99,112.1,1448.0,1448.0,979.0,979.0,1.465,25-54,no,no,no,Reached shelter
Site 660,A_placement_current,42,25-190369,OCC,yes,91.0,8894.0,17.99,112.1,1448.0,1448.0,979.0,979.0,1.628,25-54,no,no,no,Reached shelter
Site 691,A_placement_current,42,26-149824,OCC,yes,91.0,6515.0,17.99,112.1,1448.0,1448.0,979.0,979.0,1.181,25-54,no,yes,yes,Reached shelter
Site 865,A_placement_current,42,25-112587,OCC,yes,91.0,8261.0,17.99,112.1,1448.0,1448.0,979.0,979.0,1.499,25-54,no,no,yes,Reached shelter
Site 874,A_placement_current,42,25-134421,OCC,yes,91.0,8114.0,17.99,112.1,1448.0,1448.0,979.0,979.0,1.478,25-54,no,yes,no,Reached shelter
Site 1224,A_placement_current,42,25-190584,OCC,yes,91.0,6835.0,17.99,112.1,1448.0,1448.0,979.0,979.0,1.246,25-54,no,no,no,Reached shelter
Site 1365,A_placement_current,42,25-134687,OCC,yes,91.0,7744.0,17.99,112.1,1448.0,1448.0,979.0,979.0,1.405,25-54,yes,yes,no,Reached shelter
Site 1535,A_placement_current,42,25-102493,OCC,yes,91.0,7145.0,17.99,112.1,1448.0,1448.0,979.0,979.0,1.299,25-54,no,no,no,Reached shelter
