Agent ID,Scenario,Seed,Starting location (encampment ID),Shelter reached,Reached shelter?,Travel time (minutes),Travel distance (metres),Average PM2.5 (ug/m3),Peak PM2.5 (ug/m3),Cumulative PM2.5 dose (ug/m3 x hours),Exposure burden index (ug/m3 x hours),Inhaled PM2.5 dose (micrograms),Health risk score,Walking speed (m/s),Age group,Mobility limitation,Asthma,COPD,Final state
Site 1810,A_placement_current,42,26-130182,OCC,yes,91.0,5198.0,17.99,112.1,1448.0,1448.0,979.0,979.0,0.949,25-54,yes,no,yes,Reached shelter
Site 1965,A_placement_current,42,26-140479,OCC,yes,91.0,7097.0,17.99,112.1,1448.0,1448.0,979.0,979.0,1.298,25-54,no,yes,no,Reached shelter
Site 1232,A_placement_current,42,25-222259,CJ,yes,1090.0,19886.0,53.13,299.55,5163.0,5163.0,3585.0,3585.0,2.018,25-54,no,no,no,Reached shelter
Site 1775,A_placement_current,42,25-145250,CJ,yes,1096.0,23757.0,53.37,299.55,5191.0,5191.0,3686.0,3686.0,1.873,25-54,no,yes,no,Reached shelter
Site 209,A_placement_current,42,25-134671,CJ,yes,1097.0,20901.0,53.41,299.55,5196.0,5196.0,3658.0,3658.0,1.848,25-54,no,no,no,Reached shelter
Site 1106,A_placement_current,42,25-178896,CJ,yes,1098.0,19258.0,53.45,299.55,5201.0,5201.0,3651.0,3651.0,1.816,25-54,no,no,no,Reached shelter
Site 1938,A_placement_current,42,25-156128,CJ,yes,1098.0,19479.0,53.45,299.55,5201.0,5201.0,3653.0,3653.0,1.809,55-69,no,yes,no,Reached shelter
Site 2029,A_placement_current,42,26-119616,CJ,yes,1098.0,21006.0,53.45,299.55,5201.0,5201.0,3668.0,3668.0,1.823,55-69,yes,yes,no,Reached shelter
Site 966,A_placement_current,42,25-190513,CJ,yes,1099.0,18581.0,53.49,299.55,5205.0,5205.0,3652.0,3652.0,1.803,25-54,no,no,no,Reached shelter
Site 154,A_placement_current,42,25-156051,CJ,yes,1100.0,20947.0,53.53,299.55,5210.0,5210.0,3685.0,3685.0,1.781,25-54,no,no,no,Reached shelter
Site 404,A_placement_current,42,25-145179,CJ,yes,1100.0,18792.0,53.53,299.55,5210.0,5210.0,3663.0,3663.0,1.785,25-54,no,yes,no,Reached shelter
Site 690,A_placement_current,42,25-167640,CJ,yes,1100.0,19936.0,53.53,299.55,5210.0,5210.0,3675.0,3675.0,1.774,25-54,no,yes,no,Reached shelter
Site 774,A_placement_current,42,25-212300,CJ,yes,1100.0,19202.0,53.53,299.55,5210.0,5210.0,3668.0,3668.0,1.781,25-54,no,no,no,Reached shelter
Site 1112,A_placement_current,42,25-212515,CJ,yes,1100.0,19734.0,53.53,299.55,5210.0,5210.0,3674.0,3674.0,1.764,25-54,no,yes,no,Reached shelter
Site 1418,A_placement_current,42,25-167777,CJ,yes,1100.0,21288.0,53.53,299.55,5210.0,5210.0,3690.0,3690.0,1.777,55-69,no,yes,no,Reached shelter
Site 1997,A_placement_current,42,26-109338,CJ,yes,1100.0,23468.0,53.53,299.55,5210.0,5210.0,3723.0,3723.0,1.774,25-54,no,no,no,Reached shelter
Site 560,A_placement_current,42,25-212144,CJ,yes,1101.0,20113.0,53.57,299.55,5215.0,5215.0,3686.0,3686.0,1.751,25-54,no,yes,no,Reached shelter
Site 842,A_placement_current,42,25-221931,CJ,yes,1101.0,21444.0,53.57,299.55,5215.0,5215.0,3703.0,3703.0,1.748,55-69,yes,no,no,Reached shelter
Site 1102,A_placement_current,42,25-167636,CJ,yes,1101.0,20218.0,53.57,299.55,5215.0,5215.0,3689.0,3689.0,1.742,25-54,no,no,no,Reached shelter
Site 1476,A_placement_current,42,25-102070,CJ,yes,1101.0,20834.0,53.57,299.55,5215.0,5215.0,3695.0,3695.0,1.742,25-54,no,no,no,Reached shelter
Site 1707,A_placement_current,42,25-112786,CJ,yes,1101.0,21503.0,53.57,299.55,5215.0,5215.0,3705.0,3705.0,1.747,25-54,no,no,no,Reached shelter
Site 80,A_placement_current,42,25-123650,CJ,yes,1102.0,21240.0,53.6,299.55,5219.0,5219.0,3711.0,3711.0,1.726,55-69,no,no,no,Reached shelter
Site 543,A_placement_current,42,25-201278,CJ,yes,1102.0,18147.0,53.6,299.55,5219.0,5219.0,3675.0,3675.0,1.734,25-54,no,no,no,Reached shelter
Site 1947,A_placement_current,42,25-212301,CJ,yes,1102.0,19007.0,53.6,299.55,5219.0,5219.0,3684.0,3684.0,1.73,25-54,no,yes,no,Reached shelter
Site 493,A_placement_current,42,25-190637,CJ,yes,1103.0,18701.0,53.64,299.55,5224.0,5224.0,3689.0,3689.0,1.72,25-54,no,no,no,Reached shelter
Site 881,A_placement_current,42,25-212364,CJ,yes,1103.0,21834.0,53.64,299.55,5224.0,5224.0,3730.0,3730.0,1.705,25-54,no,no,no,Reached shelter
Site 1375,A_placement_current,42,25-201658,CJ,yes,1103.0,18295.0,53.64,299.55,5224.0,5224.0,3685.0,3685.0,1.717,25-54,no,yes,no,Reached shelter
Site 267,A_placement_current,42,26-119569,CJ,yes,1104.0,18268.0,53.68,299.55,5229.0,5229.0,3694.0,3694.0,1.694,25-54,no,yes,no,Reached shelter
Site 1133,A_placement_current,42,25-167728,CJ,yes,1104.0,20318.0,53.68,299.55,5229.0,5229.0,3716.0,3716.0,1.697,25-54,no,no,no,Reached shelter
Site 1694,A_placement_current,42,25-112636,CJ,yes,1104.0,19936.0,53.68,299.55,5229.0,5229.0,3711.0,3711.0,1.698,25-54,no,no,no,Reached shelter
Site 1972,A_placement_current,42,25-222224,CJ,yes,1104.0,22764.0,53.68,299.55,5229.0,5229.0,3755.0,3755.0,1.684,25-54,no,no,no,Reached shelter
Site 526,A_placement_current,42,26-109338,CJ,yes,1105.0,23468.0,53.72,299.55,5233.0,5233.0,3777.0,3777.0,1.665,25-54,no,no,no,Reached shelter
Site 593,A_placement_current,42,26-140480,CJ,yes,1105.0,22181.0,53.72,299.55,5233.0,5233.0,3756.0,3756.0,1.668,25-54,no,no,no,Reached shelter
Site 844,A_placement_current,42,25-212330,CJ,yes,1105.0,23863.0,53.72,299.55,5233.0,5233.0,3782.0,3782.0,1.676,25-54,no,no,no,Reached shelter
Site 1153,A_placement_current,42,25-212454,CJ,yes,1105.0,17806.0,53.72,299.55,5233.0,5233.0,3697.0,3697.0,1.677,55-69,no,no,no,Reached shelter
Site 1190,A_placement_current,42,25-123995,CJ,yes,1105.0,20486.0,53.72,299.55,5233.0,5233.0,3727.0,3727.0,1.679,25-54,no,no,no,Reached shelter
Site 1192,A_placement_current,42,25-222107,CJ,yes,1105.0,18710.0,53.72,299.55,5233.0,5233.0,3707.0,3707.0,1.677,55-69,no,no,no,Reached shelter
Site 2017,A_placement_current,42,26-129948,CJ,yes,1105.0,18265.0,53.72,299.55,5233.0,5233.0,3702.0,3702.0,1.677,25-54,no,no,no,Reached shelter
Site 549,A_placement_current,42,25-222241,CJ,yes,1106.0,24804.0,53.76,299.55,5238.0,5238.0,3808.0,3808.0,1.659,25-54,no,no,no,Reached shelter
Site 596,A_placement_current,42,25-190543,CJ,yes,1106.0,22356.0,53.76,299.55,5238.0,5238.0,3769.0,3769.0,1.645,25-54,no,no,yes,Reached shelter
Site 605,A_placement_current,42,25-179106,CJ,yes,1106.0,19541.0,53.76,299.55,5238.0,5238.0,3727.0,3727.0,1.643,25-54,no,no,no,Reached shelter
Site 784,A_placement_current,42,26-149863,CJ,yes,1106.0,20602.0,53.76,299.55,5238.0,5238.0,3739.0,3739.0,1.651,25-54,no,no,no,Reached shelter
Site 826,A_placement_current,42,26-130204,CJ,yes,1106.0,18479.0,53.76,299.55,5238.0,5238.0,3713.0,3713.0,1.656,55-69,no,yes,no,Reached shelter
Site 958,A_placement_current,42,25-112892,CJ,yes,1106.0,17928.0,53.76,299.55,5238.0,5238.0,3708.0,3708.0,1.648,25-54,no,no,no,Reached shelter
Site 985,A_placement_current,42,26-140325,CJ,yes,1106.0,17979.0,53.76,299.55,5238.0,5238.0,3709.0,3709.0,1.642,25-54,no,no,no,Reached shelter
Site 1056,A_placement_current,42,25-222172,CJ,yes,1106.0,21489.0,53.76,299.55,5238.0,5238.0,3754.0,3754.0,1.644,25-54,no,no,no,Reached shelter
Site 1271,A_placement_current,42,26-149771,CJ,yes,1106.0,18670.0,53.76,299.55,5238.0,5238.0,3715.0,3715.0,1.659,25-54,no,no,no,Reached shelter
Site 1794,A_placement_current,42,25-190413,CJ,yes,1106.0,17911.0,53.76,299.55,5238.0,5238.0,3708.0,3708.0,1.646,25-54,no,no,no,Reached shelter
Site 45,A_placement_current,42,26-149980,CJ,yes,1107.0,17739.0,53.8,299.55,5243.0,5243.0,3714.0,3714.0,1.634,55-69,no,no,no,Reached shelter
Site 213,A_placement_current,42,25-145207,CJ,yes,1107.0,17669.0,53.8,299.55,5243.0,5243.0,3713.0,3713.0,1.639,25-54,no,no,no,Reached shelter
Site 652,A_placement_current,42,25-134680,CJ,yes,1107.0,21009.0,53.8,299.55,5243.0,5243.0,3755.0,3755.0,1.637,25-54,no,no,no,Reached shelter
Site 884,A_placement_current,42,25-178779,CJ,yes,1107.0,20957.0,53.8,299.55,5243.0,5243.0,3755.0,3755.0,1.632,25-54,no,no,no,Reached shelter
Site 1042,A_placement_current,42,25-190309,CJ,yes,1107.0,20893.0,53.8,299.55,5243.0,5243.0,3755.0,3755.0,1.63,25-54,no,yes,no,Reached shelter
Site 1584,A_placement_current,42,26-119269,CJ,yes,1107.0,17913.0,53.8,299.55,5243.0,5243.0,3716.0,3716.0,1.624,25-54,no,yes,no,Reached shelter
Site 1601,A_placement_current,42,25-145415,CJ,yes,1107.0,18966.0,53.8,299.55,5243.0,5243.0,3729.0,3729.0,1.629,25-54,no,no,no,Reached shelter
Site 149,A_placement_current,42,26-140609,CJ,yes,1108.0,19273.0,53.84,299.55,5248.0,5248.0,3741.0,3741.0,1.621,25-54,no,no,no,Reached shelter
Site 309,A_placement_current,42,26-119320,CJ,yes,1108.0,25001.0,53.84,299.55,5248.0,5248.0,3835.0,3835.0,1.608,25-54,no,no,no,Reached shelter
Site 361,A_placement_current,42,25-145334,CJ,yes,1108.0,19326.0,53.84,299.55,5248.0,5248.0,3741.0,3741.0,1.617,25-54,no,no,no,Reached shelter
Site 367,A_placement_current,42,25-212460,CJ,yes,1108.0,17986.0,53.84,299.55,5248.0,5248.0,3725.0,3725.0,1.62,55-69,no,no,no,Reached shelter
Site 444,A_placement_current,42,26-150015,CJ,yes,1108.0,20596.0,53.84,299.55,5248.0,5248.0,3760.0,3760.0,1.613,25-54,no,yes,no,Reached shelter
Site 514,A_placement_current,42,25-212492,CJ,yes,1108.0,20859.0,53.84,299.55,5248.0,5248.0,3764.0,3764.0,1.61,25-54,no,yes,no,Reached shelter
Site 563,A_placement_current,42,25-178841,CJ,yes,1108.0,22148.0,53.84,299.55,5248.0,5248.0,3786.0,3786.0,1.606,25-54,no,no,no,Reached shelter
Site 897,A_placement_current,42,25-178947,CJ,yes,1108.0,17999.0,53.84,299.55,5248.0,5248.0,3725.0,3725.0,1.621,25-54,no,no,no,Reached shelter
Site 1407,A_placement_current,42,26-109735,CJ,yes,1108.0,18089.0,53.84,299.55,5248.0,5248.0,3727.0,3727.0,1.616,25-54,no,no,no,Reached shelter
Site 1478,A_placement_current,42,25-190698,CJ,yes,1108.0,18059.0,53.84,299.55,5248.0,5248.0,3726.0,3726.0,1.618,25-54,no,no,no,Reached shelter
Site 1616,A_placement_current,42,25-112779,CJ,yes,1108.0,19496.0,53.84,299.55,5248.0,5248.0,3744.0,3744.0,1.609,25-54,no,yes,no,Reached shelter
Site 1619,A_placement_current,42,25-190457,CJ,yes,1108.0,17663.0,53.84,299.55,5248.0,5248.0,3722.0,3722.0,1.622,25-54,no,yes,no,Reached shelter
Site 1806,A_placement_current,42,25-201576,CJ,yes,1108.0,18276.0,53.84,299.55,5248.0,5248.0,3730.0,3730.0,1.611,55-69,no,no,no,Reached shelter
Site 1847,A_placement_current,42,26-140172,CJ,yes,1108.0,17781.0,53.84,299.55,5248.0,5248.0,3723.0,3723.0,1.62,25-54,no,no,no,Reached shelter
Site 1879,A_placement_current,42,25-112930,CJ,yes,1108.0,19440.0,53.84,299.55,5248.0,5248.0,3742.0,3742.0,1.622,18-24,no,no,no,Reached shelter
Site 125,A_placement_current,42,25-201232,CJ,yes,1109.0,20212.0,53.88,299.55,5252.0,5252.0,3762.0,3762.0,1.6,25-54,no,no,no,Reached shelter
Site 556,A_placement_current,42,25-123693,CJ,yes,1109.0,20812.0,53.88,299.55,5252.0,5252.0,3774.0,3774.0,1.594,25-54,no,no,no,Reached shelter
Site 577,A_placement_current,42,25-156303,CJ,yes,1109.0,19220.0,53.88,299.55,5252.0,5252.0,3750.0,3750.0,1.588,25-54,no,no,no,Reached shelter
Site 763,A_placement_current,42,26-109352,CJ,yes,1109.0,18108.0,53.88,299.55,5252.0,5252.0,3736.0,3736.0,1.605,25-54,no,no,no,Reached shelter
Site 936,A_placement_current,42,25-156574,CJ,yes,1109.0,19744.0,53.88,299.55,5252.0,5252.0,3755.0,3755.0,1.592,25-54,no,no,no,Reached shelter
Site 1449,A_placement_current,42,25-222107,CJ,yes,1109.0,18710.0,53.88,299.55,5252.0,5252.0,3743.0,3743.0,1.598,25-54,no,no,no,Reached shelter
Site 1888,A_placement_current,42,25-178745,CJ,yes,1109.0,23964.0,53.88,299.55,5252.0,5252.0,3826.0,3826.0,1.599,55-69,no,no,no,Reached shelter
Site 1949,A_placement_current,42,25-123675,CJ,yes,1109.0,20154.0,53.88,299.55,5252.0,5252.0,3761.0,3761.0,1.603,25-54,no,yes,no,Reached shelter
Site 341,A_placement_current,42,26-129964,CJ,yes,1110.0,20177.0,53.92,299.55,5257.0,5257.0,3771.0,3771.0,1.579,25-54,no,no,no,Reached shelter
Site 372,A_placement_current,42,25-102156,CJ,yes,1110.0,17602.0,53.92,299.55,5257.0,5257.0,3739.0,3739.0,1.575,25-54,no,no,no,Reached shelter
Site 1053,A_placement_current,42,26-150005,CJ,yes,1110.0,23489.0,53.92,299.55,5257.0,5257.0,3830.0,3830.0,1.572,25-54,no,no,no,Reached shelter
Site 1311,A_placement_current,42,26-109338,CJ,yes,1110.0,23468.0,53.92,299.55,5257.0,5257.0,3829.0,3829.0,1.574,25-54,no,yes,no,Reached shelter
Site 1426,A_placement_current,42,25-112687,CJ,yes,1110.0,21166.0,53.92,299.55,5257.0,5257.0,3789.0,3789.0,1.577,25-54,no,no,no,Reached shelter
Site 1491,A_placement_current,42,26-109693,CJ,yes,1110.0,20150.0,53.92,299.55,5257.0,5257.0,3771.0,3771.0,1.574,25-54,no,no,no,Reached shelter
Site 1544,A_placement_current,42,25-112554,CJ,yes,1110.0,20818.0,53.92,299.55,5257.0,5257.0,3783.0,3783.0,1.579,18-24,no,no,no,Reached shelter
Site 1648,A_placement_current,42,25-167596,CJ,yes,1110.0,19006.0,53.92,299.55,5257.0,5257.0,3756.0,3756.0,1.57,25-54,no,no,no,Reached shelter
Site 1801,A_placement_current,42,25-145107,CJ,yes,1110.0,19554.0,53.92,299.55,5257.0,5257.0,3763.0,3763.0,1.571,55-69,no,no,no,Reached shelter
Site 135,A_placement_current,42,25-212298,CJ,yes,1111.0,19492.0,53.96,299.55,5262.0,5262.0,3770.0,3770.0,1.568,25-54,no,no,no,Reached shelter
Site 188,A_placement_current,42,25-222127,CJ,yes,1111.0,17499.0,53.96,299.55,5262.0,5262.0,3747.0,3747.0,1.558,25-54,no,no,no,Reached shelter
Site 211,A_placement_current,42,25-123800,CJ,yes,1111.0,19370.0,53.96,299.55,5262.0,5262.0,3769.0,3769.0,1.564,25-54,yes,no,yes,Reached shelter
Site 253,A_placement_current,42,26-149687,CJ,yes,1111.0,17385.0,53.96,299.55,5262.0,5262.0,3745.0,3745.0,1.565,25-54,no,no,no,Reached shelter
Site 496,A_placement_current,42,25-123832,CJ,yes,1111.0,18930.0,53.96,299.55,5262.0,5262.0,3764.0,3764.0,1.566,25-54,no,no,no,Reached shelter
Site 568,A_placement_current,42,26-149903,CJ,yes,1111.0,22447.0,53.96,299.55,5262.0,5262.0,3822.0,3822.0,1.558,18-24,no,no,no,Reached shelter
Site 710,A_placement_current,42,26-119602,CJ,yes,1111.0,24719.0,53.96,299.55,5262.0,5262.0,3862.0,3862.0,1.553,25-54,no,no,no,Reached shelter
Site 919,A_placement_current,42,25-167593,CJ,yes,1111.0,20402.0,53.96,299.55,5262.0,5262.0,3786.0,3786.0,1.554,25-54,no,no,no,Reached shelter
Site 933,A_placement_current,42,26-119718,CJ,yes,1111.0,18902.0,53.96,299.55,5262.0,5262.0,3764.0,3764.0,1.555,25-54,no,no,no,Reached shelter
Site 1245,A_placement_current,42,25-167619,CJ,yes,1111.0,19257.0,53.96,299.55,5262.0,5262.0,3767.0,3767.0,1.563,55-69,no,no,no,Reached shelter
Site 1266,A_placement_current,42,25-190528,CJ,yes,1111.0,20953.0,53.96,299.55,5262.0,5262.0,3794.0,3794.0,1.564,55-69,yes,no,no,Reached shelter
Site 1425,A_placement_current,42,26-129946,CJ,yes,1111.0,22919.0,53.96,299.55,5262.0,5262.0,3828.0,3828.0,1.569,25-54,no,no,no,Reached shelter
Site 1526,A_placement_current,42,26-129876,CJ,yes,1111.0,19973.0,53.96,299.55,5262.0,5262.0,3777.0,3777.0,1.559,25-54,no,no,no,Reached shelter
Site 1695,A_placement_current,42,25-178998,CJ,yes,1111.0,17521.0,53.96,299.55,5262.0,5262.0,3747.0,3747.0,1.562,25-54,yes,no,no,Reached shelter
Site 1819,A_placement_current,42,25-123843,CJ,yes,1111.0,19170.0,53.96,299.55,5262.0,5262.0,3767.0,3767.0,1.553,25-54,no,yes,no,Reached shelter
Site 1894,A_placement_current,42,25-179137,CJ,yes,1111.0,17463.0,53.96,299.55,5262.0,5262.0,3747.0,3747.0,1.555,25-54,no,no,no,Reached shelter
Site 16,A_placement_current,42,26-109302,CJ,yes,1112.0,21623.0,54.0,299.55,5266.0,5266.0,3816.0,3816.0,1.547,25-54,no,no,no,Reached shelter
Site 155,A_placement_current,42,25-156610,CJ,yes,1112.0,20126.0,54.0,299.55,5266.0,5266.0,3790.0,3790.0,1.544,25-54,no,no,no,Reached shelter
Site 224,A_placement_current,42,26-109318,CJ,yes,1112.0,18059.0,54.0,299.55,5266.0,5266.0,3761.0,3761.0,1.552,25-54,no,no,no,Reached shelter
Site 237,A_placement_current,42,26-130200,CJ,yes,1112.0,18423.0,54.0,299.55,5266.0,5266.0,3767.0,3767.0,1.54,25-54,no,yes,no,Reached shelter
Site 713,A_placement_current,42,25-221976,CJ,yes,1112.0,21970.0,54.0,299.55,5266.0,5266.0,3823.0,3823.0,1.541,25-54,no,yes,no,Reached shelter
Site 740,A_placement_current,42,25-178828,CJ,yes,1112.0,24069.0,54.0,299.55,5266.0,5266.0,3860.0,3860.0,1.54,55-69,no,no,no,Reached shelter
Site 984,A_placement_current,42,25-145153,CJ,yes,1112.0,18586.0,54.0,299.55,5266.0,5266.0,3769.0,3769.0,1.538,25-54,no,no,no,Reached shelter
Site 1374,A_placement_current,42,25-145023,CJ,yes,1112.0,20844.0,54.0,299.55,5266.0,5266.0,3805.0,3805.0,1.536,25-54,yes,no,no,Reached shelter
Site 1405,A_placement_current,42,25-222227,CJ,yes,1112.0,19791.0,54.0,299.55,5266.0,5266.0,3783.0,3783.0,1.548,25-54,no,no,no,Reached shelter
Site 1487,A_placement_current,42,25-212522,CJ,yes,1112.0,19558.0,54.0,299.55,5266.0,5266.0,3780.0,3780.0,1.544,25-54,no,no,no,Reached shelter
Site 1502,A_placement_current,42,25-167609,CJ,yes,1112.0,20357.0,54.0,299.55,5266.0,5266.0,3793.0,3793.0,1.551,25-54,no,no,no,Reached shelter
Site 1563,A_placement_current,42,26-130260,CJ,yes,1112.0,19216.0,54.0,299.55,5266.0,5266.0,3777.0,3777.0,1.542,25-54,no,no,no,Reached shelter
Site 1662,A_placement_current,42,26-140451,CJ,yes,1112.0,18415.0,54.0,299.55,5266.0,5266.0,3766.0,3766.0,1.55,25-54,no,no,no,Reached shelter
Site 1758,A_placement_current,42,25-221875,CJ,yes,1112.0,19470.0,54.0,299.55,5266.0,5266.0,3779.0,3779.0,1.545,25-54,no,no,no,Reached shelter
Site 2023,A_placement_current,42,26-130217,CJ,yes,1112.0,18522.0,54.0,299.55,5266.0,5266.0,3768.0,3768.0,1.545,25-54,no,no,no,Reached shelter
Site 89,A_placement_current,42,26-149743,CJ,yes,1113.0,18882.0,54.03,299.55,5271.0,5271.0,3781.0,3781.0,1.534,55-69,no,no,no,Reached shelter
Site 93,A_placement_current,42,25-113010,CJ,yes,1113.0,18095.0,54.03,299.55,5271.0,5271.0,3771.0,3771.0,1.532,25-54,no,yes,no,Reached shelter
Site 144,A_placement_current,42,26-119676,CJ,yes,1113.0,20063.0,54.03,299.55,5271.0,5271.0,3798.0,3798.0,1.535,25-54,no,no,no,Reached shelter
Site 198,A_placement_current,42,26-109365,CJ,yes,1113.0,23122.0,54.03,299.55,5271.0,5271.0,3853.0,3853.0,1.527,55-69,no,no,no,Reached shelter
Site 272,A_placement_current,42,25-145148,CJ,yes,1113.0,19657.0,54.03,299.55,5271.0,5271.0,3791.0,3791.0,1.534,25-54,no,no,no,Reached shelter
Site 357,A_placement_current,42,26-149688,CJ,yes,1113.0,17318.0,54.03,299.55,5271.0,5271.0,3762.0,3762.0,1.524,25-54,no,no,no,Reached shelter
Site 500,A_placement_current,42,25-123879,CJ,yes,1113.0,20065.0,54.03,299.55,5271.0,5271.0,3801.0,3801.0,1.519,55-69,no,no,no,Reached shelter
Site 530,A_placement_current,42,25-123926,CJ,yes,1113.0,17208.0,54.03,299.55,5271.0,5271.0,3761.0,3761.0,1.53,18-24,no,no,no,Reached shelter
Site 587,A_placement_current,42,25-201619,CJ,yes,1113.0,19489.0,54.03,299.55,5271.0,5271.0,3788.0,3788.0,1.531,25-54,no,no,no,Reached shelter
Site 802,A_placement_current,42,26-149696,CJ,yes,1113.0,24090.0,54.03,299.55,5271.0,5271.0,3869.0,3869.0,1.532,25-54,yes,no,no,Reached shelter
Site 975,A_placement_current,42,25-145210,CJ,yes,1113.0,17260.0,54.03,299.55,5271.0,5271.0,3761.0,3761.0,1.531,55-69,no,no,no,Reached shelter
Site 986,A_placement_current,42,25-145035,CJ,yes,1113.0,18462.0,54.03,299.55,5271.0,5271.0,3775.0,3775.0,1.53,55-69,no,yes,no,Reached shelter
Site 1050,A_placement_current,42,26-140527,CJ,yes,1113.0,19691.0,54.03,299.55,5271.0,5271.0,3791.0,3791.0,1.534,25-54,no,no,no,Reached shelter
Site 1052,A_placement_current,42,25-102526,CJ,yes,1113.0,22454.0,54.03,299.55,5271.0,5271.0,3843.0,3843.0,1.522,25-54,no,no,no,Reached shelter
Site 1234,A_placement_current,42,25-190397,CJ,yes,1113.0,18524.0,54.03,299.55,5271.0,5271.0,3778.0,3778.0,1.521,25-54,no,no,no,Reached shelter
Site 1328,A_placement_current,42,25-212252,CJ,yes,1113.0,20653.0,54.03,299.55,5271.0,5271.0,3811.0,3811.0,1.519,25-54,no,no,no,Reached shelter
Site 1427,A_placement_current,42,25-201571,CJ,yes,1113.0,17742.0,54.03,299.55,5271.0,5271.0,3768.0,3768.0,1.522,25-54,no,yes,no,Reached shelter
Site 1456,A_placement_current,42,25-221916,CJ,yes,1113.0,17435.0,54.03,299.55,5271.0,5271.0,3764.0,3764.0,1.52,25-54,no,no,no,Reached shelter
Site 1496,A_placement_current,42,25-156646,CJ,yes,1113.0,17046.0,54.03,299.55,5271.0,5271.0,3759.0,3759.0,1.521,25-54,no,yes,no,Reached shelter
Site 1719,A_placement_current,42,26-149790,CJ,yes,1113.0,17427.0,54.03,299.55,5271.0,5271.0,3763.0,3763.0,1.527,25-54,no,yes,no,Reached shelter
Site 1805,A_placement_current,42,25-221902,CJ,yes,1113.0,23556.0,54.03,299.55,5271.0,5271.0,3860.0,3860.0,1.533,25-54,no,no,no,Reached shelter
Site 1820,A_placement_current,42,25-112998,CJ,yes,1113.0,18896.0,54.03,299.55,5271.0,5271.0,3782.0,3782.0,1.523,25-54,no,no,no,Reached shelter
Site 84,A_placement_current,42,25-212180,CJ,yes,1114.0,17441.0,54.07,299.55,5276.0,5276.0,3772.0,3772.0,1.517,25-54,no,no,no,Reached shelter
Site 249,A_placement_current,42,25-145118,CJ,yes,1114.0,18746.0,54.07,299.55,5276.0,5276.0,3789.0,3789.0,1.513,18-24,no,no,no,Reached shelter
Site 297,A_placement_current,42,25-134510,CJ,yes,1114.0,19199.0,54.07,299.55,5276.0,5276.0,3794.0,3794.0,1.513,25-54,no,no,no,Reached shelter
Site 388,A_placement_current,42,25-190726,CJ,yes,1114.0,20850.0,54.07,299.55,5276.0,5276.0,3825.0,3825.0,1.504,55-69,no,no,no,Reached shelter
Site 482,A_placement_current,42,25-190314,CJ,yes,1114.0,17386.0,54.07,299.55,5276.0,5276.0,3772.0,3772.0,1.506,25-54,no,yes,no,Reached shelter
Site 720,A_placement_current,42,25-179240,CJ,yes,1114.0,17435.0,54.07,299.55,5276.0,5276.0,3772.0,3772.0,1.515,25-54,no,no,no,Reached shelter
Site 771,A_placement_current,42,25-201288,CJ,yes,1114.0,21141.0,54.07,299.55,5276.0,5276.0,3828.0,3828.0,1.513,25-54,no,no,no,Reached shelter
Site 777,A_placement_current,42,25-112930,CJ,yes,1114.0,19440.0,54.07,299.55,5276.0,5276.0,3799.0,3799.0,1.504,55-69,no,no,no,Reached shelter
Site 836,A_placement_current,42,25-179141,CJ,yes,1114.0,19573.0,54.07,299.55,5276.0,5276.0,3799.0,3799.0,1.517,70+,yes,no,no,Reached shelter
Site 957,A_placement_current,42,25-134672,CJ,yes,1114.0,20725.0,54.07,299.55,5276.0,5276.0,3822.0,3822.0,1.51,25-54,no,no,no,Reached shelter
Site 1162,A_placement_current,42,26-109693,CJ,yes,1114.0,20150.0,54.07,299.55,5276.0,5276.0,3810.0,3810.0,1.509,25-54,no,no,no,Reached shelter
Site 1273,A_placement_current,42,26-129935,CJ,yes,1114.0,25312.0,54.07,299.55,5276.0,5276.0,3903.0,3903.0,1.513,55-69,no,no,no,Reached shelter
Site 1325,A_placement_current,42,25-221914,CJ,yes,1114.0,16883.0,54.07,299.55,5276.0,5276.0,3766.0,3766.0,1.505,25-54,no,no,no,Reached shelter
Site 1475,A_placement_current,42,25-212450,CJ,yes,1114.0,23505.0,54.07,299.55,5276.0,5276.0,3872.0,3872.0,1.507,18-24,no,no,no,Reached shelter
Site 1615,A_placement_current,42,25-123809,CJ,yes,1114.0,20227.0,54.07,299.55,5276.0,5276.0,3810.0,3810.0,1.519,25-54,no,no,no,Reached shelter
Site 1780,A_placement_current,42,25-102171,CJ,yes,1114.0,22159.0,54.07,299.55,5276.0,5276.0,3846.0,3846.0,1.515,25-54,no,no,no,Reached shelter
